"site","watershed","elevation","n.pools","basin.area","reliability","n.Neighbors","pdsi6mo.s96","pdsi6mo.w96","pdsi6mo.s97","pdsi6mo.w97","pdsi6mo.s98","pdsi6mo.w98","pdsi6mo.s99","pdsi6mo.w99","pdsi6mo.s00","pdsi6mo.w00","pdsi6mo.s01","pdsi6mo.w01","pdsi6mo.s02","pdsi6mo.w02","pdsi6mo.s03","pdsi6mo.w03","pdsi6mo.s04","pdsi6mo.w04","pdsi6mo.s05","pdsi6mo.w05","pdsi6mo.s06","pdsi6mo.w06","pdsi6mo.s07","pdsi6mo.w07","pdsi6mo.s08","pdsi6mo.w08","pdsi6mo.s09","pdsi6mo.w09","pdsi6mo.s10","pdsi6mo.w10","pdsi6mo.s11","pdsi6mo.w11","pdsi6mo.s12","pdsi6mo.w12","pdsi6mo.s13","pdsi6mo.w13","pdsi6mo.s14","pdsi6mo.w14","pdsi6mo.s15","pdsi6mo.w15","pdsi6mo.s16","pdsi6mo.w16","pdsiJA.s96","pdsiJA.w96","pdsiJA.s97","pdsiJA.w97","pdsiJA.s98","pdsiJA.w98","pdsiJA.s99","pdsiJA.w99","pdsiJA.s00","pdsiJA.w00","pdsiJA.s01","pdsiJA.w01","pdsiJA.s02","pdsiJA.w02","pdsiJA.s03","pdsiJA.w03","pdsiJA.s04","pdsiJA.w04","pdsiJA.s05","pdsiJA.w05","pdsiJA.s06","pdsiJA.w06","pdsiJA.s07","pdsiJA.w07","pdsiJA.s08","pdsiJA.w08","pdsiJA.s09","pdsiJA.w09","pdsiJA.s10","pdsiJA.w10","pdsiJA.s11","pdsiJA.w11","pdsiJA.s12","pdsiJA.w12","pdsiJA.s13","pdsiJA.w13","pdsiJA.s14","pdsiJA.w14","pdsiJA.s15","pdsiJA.w15","pdsiJA.s16","pdsiJA.w16","precip.s96","precip.w96","precip.s97","precip.w97","precip.s98","precip.w98","precip.s99","precip.w99","precip.s00","precip.w00","precip.s01","precip.w01","precip.s02","precip.w02","precip.s03","precip.w03","precip.s04","precip.w04","precip.s05","precip.w05","precip.s06","precip.w06","precip.s07","precip.w07","precip.s08","precip.w08","precip.s09","precip.w09","precip.s10","precip.w10","precip.s11","precip.w11","precip.s12","precip.w12","precip.s13","precip.w13","precip.s14","precip.w14","precip.s15","precip.w15","precip.s16","precip.w16","sed.s96","sed.w96","sed.s97","sed.w97","sed.s98","sed.w98","sed.s99","sed.w99","sed.s00","sed.w00","sed.s01","sed.w01","sed.s02","sed.w02","sed.s03","sed.w03","sed.s04","sed.w04","sed.s05","sed.w05","sed.s06","sed.w06","sed.s07","sed.w07","sed.s08","sed.w08","sed.s09","sed.w09","sed.s10","sed.w10","sed.s11","sed.w11","sed.s12","sed.w12","sed.s13","sed.w13","sed.s14","sed.w14","sed.s15","sed.w15","sed.s16","sed.w16"
10,"South",1047,13,20.17,1,22,-3.65,-3.275,-2.47166666666667,-3.08833333333333,2.92,2.595,-2.86333333333333,-1.94,-4.235,-0.228333333333333,4.5,3.15666666666667,-3.13666666666667,-4.31166666666667,-3.50333333333333,-3.45166666666667,-2.43,-2.88833333333333,-1.28833333333333,-2.035,-4.72833333333333,-2.56333333333333,-2.23166666666667,-2.32333333333333,-1.76,0.551666666666667,-2.635,-4.095,-1.62166666666667,-0.665,-3.7,-3.65833333333333,-3.34833333333333,-4.11333333333333,-4.54,-4.33333333333333,-5.10333333333333,-5.035,-0.638333333333333,1.99833333333333,-0.593333333333333,-0.648333333333333,-3.69125,-3.69125,-2.7325,-2.7325,3.00875,3.00875,-2.5,-2.5,-3.945,-3.945,4.4225,4.4225,-3.4675,-3.4675,-3.5625,-3.5625,-2.53,-2.53,-1.4,-1.4,-4.16375,-4.16375,-2.1875,-2.1875,-0.915,-0.915,-2.92875,-2.92875,-0.85375,-0.85375,-3.7625,-3.7625,-3.455,-3.455,-4.50125,-4.50125,-5.3075,-5.3075,-0.17875,-0.17875,-0.6575,-0.6575,89.2070484581498,80.4915514592934,78.8546255506608,201.075268817204,108.370044052863,42.2427035330261,128.74449339207,27.9569892473118,89.0969162995595,94.1628264208909,85.1321585903084,42.5499231950845,83.920704845815,75.8832565284178,92.9515418502203,81.7204301075269,68.7224669603524,95.0844854070661,72.5770925110132,19.0476190476191,145.594713656388,75.4224270353303,87.8854625550661,87.0967741935484,124.779735682819,57.9109062980031,58.8105726872247,153.917050691244,91.5198237885463,42.2427035330261,114.537444933921,64.5161290322581,84.8017621145374,65.5913978494624,119.933920704846,31.9508448540707,90.3083700440529,149.155145929339,110.242290748899,67.1274961597542,133.259911894273,103.533026113671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"South",1072,8,20.04,0.857142857142857,22,-3.65,-3.275,-2.47166666666667,-3.08833333333333,2.92,2.595,-2.86333333333333,-1.94,-4.235,-0.228333333333333,4.5,3.15666666666667,-3.13666666666667,-4.31166666666667,-3.50333333333333,-3.45166666666667,-2.43,-2.88833333333333,-1.28833333333333,-2.035,-4.72833333333333,-2.56333333333333,-2.23166666666667,-2.32333333333333,-1.76,0.551666666666667,-2.635,-4.095,-1.62166666666667,-0.665,-3.7,-3.65833333333333,-3.34833333333333,-4.11333333333333,-4.54,-4.33333333333333,-5.10333333333333,-5.035,-0.638333333333333,1.99833333333333,-0.593333333333333,-0.648333333333333,-3.69125,-3.69125,-2.7325,-2.7325,3.00875,3.00875,-2.5,-2.5,-3.945,-3.945,4.4225,4.4225,-3.4675,-3.4675,-3.5625,-3.5625,-2.53,-2.53,-1.4,-1.4,-4.16375,-4.16375,-2.1875,-2.1875,-0.915,-0.915,-2.92875,-2.92875,-0.85375,-0.85375,-3.7625,-3.7625,-3.455,-3.455,-4.50125,-4.50125,-5.3075,-5.3075,-0.17875,-0.17875,-0.6575,-0.6575,89.2070484581498,80.4915514592934,78.8546255506608,201.075268817204,108.370044052863,42.2427035330261,128.74449339207,27.9569892473118,89.0969162995595,94.1628264208909,85.1321585903084,42.5499231950845,83.920704845815,75.8832565284178,92.9515418502203,81.7204301075269,68.7224669603524,95.0844854070661,72.5770925110132,19.0476190476191,145.594713656388,75.4224270353303,87.8854625550661,87.0967741935484,124.779735682819,57.9109062980031,58.8105726872247,153.917050691244,91.5198237885463,42.2427035330261,114.537444933921,64.5161290322581,84.8017621145374,65.5913978494624,119.933920704846,31.9508448540707,90.3083700440529,149.155145929339,110.242290748899,67.1274961597542,133.259911894273,103.533026113671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"South",1022,4,13.73,1,22,-3.65,-3.275,-2.47166666666667,-3.08833333333333,2.92,2.595,-2.86333333333333,-1.94,-4.235,-0.228333333333333,4.5,3.15666666666667,-3.13666666666667,-4.31166666666667,-3.50333333333333,-3.45166666666667,-2.43,-2.88833333333333,-1.28833333333333,-2.035,-4.72833333333333,-2.56333333333333,-2.23166666666667,-2.32333333333333,-1.76,0.551666666666667,-2.635,-4.095,-1.62166666666667,-0.665,-3.7,-3.65833333333333,-3.34833333333333,-4.11333333333333,-4.54,-4.33333333333333,-5.10333333333333,-5.035,-0.638333333333333,1.99833333333333,-0.593333333333333,-0.648333333333333,-3.69125,-3.69125,-2.7325,-2.7325,3.00875,3.00875,-2.5,-2.5,-3.945,-3.945,4.4225,4.4225,-3.4675,-3.4675,-3.5625,-3.5625,-2.53,-2.53,-1.4,-1.4,-4.16375,-4.16375,-2.1875,-2.1875,-0.915,-0.915,-2.92875,-2.92875,-0.85375,-0.85375,-3.7625,-3.7625,-3.455,-3.455,-4.50125,-4.50125,-5.3075,-5.3075,-0.17875,-0.17875,-0.6575,-0.6575,90.0212314225053,79.6433878157504,76.8577494692144,202.526002971768,104.033970276008,41.1589895988113,130.36093418259,28.6775631500743,90.6581740976646,95.3937592867756,83.0148619957537,41.9019316493314,80.7855626326964,75.9286775631501,93.0997876857749,83.9524517087667,69.4267515923567,93.6106983655275,72.2929936305732,19.7622585438336,147.452229299363,76.2258543833581,87.5796178343949,90.3417533432392,127.282377919321,55.1263001485884,59.2356687898089,165.081723625557,86.3057324840764,43.3878157503715,112.632696390658,61.3670133729569,80.9978768577495,65.5274888558693,124.416135881104,30.1634472511144,86.7303609341826,150.222882615156,112.526539278132,65.8246656760773,126.114649681529,97.0282317979198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"South",1058,1,12.9,0.777777777777778,22,-3.65,-3.275,-2.47166666666667,-3.08833333333333,2.92,2.595,-2.86333333333333,-1.94,-4.235,-0.228333333333333,4.5,3.15666666666667,-3.13666666666667,-4.31166666666667,-3.50333333333333,-3.45166666666667,-2.43,-2.88833333333333,-1.28833333333333,-2.035,-4.72833333333333,-2.56333333333333,-2.23166666666667,-2.32333333333333,-1.76,0.551666666666667,-2.635,-4.095,-1.62166666666667,-0.665,-3.7,-3.65833333333333,-3.34833333333333,-4.11333333333333,-4.54,-4.33333333333333,-5.10333333333333,-5.035,-0.638333333333333,1.99833333333333,-0.593333333333333,-0.648333333333333,-3.69125,-3.69125,-2.7325,-2.7325,3.00875,3.00875,-2.5,-2.5,-3.945,-3.945,4.4225,4.4225,-3.4675,-3.4675,-3.5625,-3.5625,-2.53,-2.53,-1.4,-1.4,-4.16375,-4.16375,-2.1875,-2.1875,-0.915,-0.915,-2.92875,-2.92875,-0.85375,-0.85375,-3.7625,-3.7625,-3.455,-3.455,-4.50125,-4.50125,-5.3075,-5.3075,-0.17875,-0.17875,-0.6575,-0.6575,90.0212314225053,79.6433878157504,76.8577494692144,202.526002971768,104.033970276008,41.1589895988113,130.36093418259,28.6775631500743,90.6581740976646,95.3937592867756,83.0148619957537,41.9019316493314,80.7855626326964,75.9286775631501,93.0997876857749,83.9524517087667,69.4267515923567,93.6106983655275,72.2929936305732,19.7622585438336,147.452229299363,76.2258543833581,87.5796178343949,90.3417533432392,127.282377919321,55.1263001485884,59.2356687898089,165.081723625557,86.3057324840764,43.3878157503715,112.632696390658,61.3670133729569,80.9978768577495,65.5274888558693,124.416135881104,30.1634472511144,86.7303609341826,150.222882615156,112.526539278132,65.8246656760773,126.114649681529,97.0282317979198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"South",1100,4,7.3,0.928571428571429,22,-3.65,-3.275,-2.47166666666667,-3.08833333333333,2.92,2.595,-2.86333333333333,-1.94,-4.235,-0.228333333333333,4.5,3.15666666666667,-3.13666666666667,-4.31166666666667,-3.50333333333333,-3.45166666666667,-2.43,-2.88833333333333,-1.28833333333333,-2.035,-4.72833333333333,-2.56333333333333,-2.23166666666667,-2.32333333333333,-1.76,0.551666666666667,-2.635,-4.095,-1.62166666666667,-0.665,-3.7,-3.65833333333333,-3.34833333333333,-4.11333333333333,-4.54,-4.33333333333333,-5.10333333333333,-5.035,-0.638333333333333,1.99833333333333,-0.593333333333333,-0.648333333333333,-3.69125,-3.69125,-2.7325,-2.7325,3.00875,3.00875,-2.5,-2.5,-3.945,-3.945,4.4225,4.4225,-3.4675,-3.4675,-3.5625,-3.5625,-2.53,-2.53,-1.4,-1.4,-4.16375,-4.16375,-2.1875,-2.1875,-0.915,-0.915,-2.92875,-2.92875,-0.85375,-0.85375,-3.7625,-3.7625,-3.455,-3.455,-4.50125,-4.50125,-5.3075,-5.3075,-0.17875,-0.17875,-0.6575,-0.6575,90.0212314225053,79.6433878157504,76.8577494692144,202.526002971768,104.033970276008,41.1589895988113,130.36093418259,28.6775631500743,90.6581740976646,95.3937592867756,83.0148619957537,41.9019316493314,80.7855626326964,75.9286775631501,93.0997876857749,83.9524517087667,69.4267515923567,93.6106983655275,72.2929936305732,19.7622585438336,147.452229299363,76.2258543833581,87.5796178343949,90.3417533432392,127.282377919321,55.1263001485884,59.2356687898089,165.081723625557,86.3057324840764,43.3878157503715,112.632696390658,61.3670133729569,80.9978768577495,65.5274888558693,124.416135881104,30.1634472511144,86.7303609341826,150.222882615156,112.526539278132,65.8246656760773,126.114649681529,97.0282317979198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"South",1183,5,7.04,0.769230769230769,22,-3.65,-3.275,-2.47166666666667,-3.08833333333333,2.92,2.595,-2.86333333333333,-1.94,-4.235,-0.228333333333333,4.5,3.15666666666667,-3.13666666666667,-4.31166666666667,-3.50333333333333,-3.45166666666667,-2.43,-2.88833333333333,-1.28833333333333,-2.035,-4.72833333333333,-2.56333333333333,-2.23166666666667,-2.32333333333333,-1.76,0.551666666666667,-2.635,-4.095,-1.62166666666667,-0.665,-3.7,-3.65833333333333,-3.34833333333333,-4.11333333333333,-4.54,-4.33333333333333,-5.10333333333333,-5.035,-0.638333333333333,1.99833333333333,-0.593333333333333,-0.648333333333333,-3.69125,-3.69125,-2.7325,-2.7325,3.00875,3.00875,-2.5,-2.5,-3.945,-3.945,4.4225,4.4225,-3.4675,-3.4675,-3.5625,-3.5625,-2.53,-2.53,-1.4,-1.4,-4.16375,-4.16375,-2.1875,-2.1875,-0.915,-0.915,-2.92875,-2.92875,-0.85375,-0.85375,-3.7625,-3.7625,-3.455,-3.455,-4.50125,-4.50125,-5.3075,-5.3075,-0.17875,-0.17875,-0.6575,-0.6575,90.0212314225053,79.6433878157504,76.8577494692144,202.526002971768,104.033970276008,41.1589895988113,130.36093418259,28.6775631500743,90.6581740976646,95.3937592867756,83.0148619957537,41.9019316493314,80.7855626326964,75.9286775631501,93.0997876857749,83.9524517087667,69.4267515923567,93.6106983655275,72.2929936305732,19.7622585438336,147.452229299363,76.2258543833581,87.5796178343949,90.3417533432392,127.282377919321,55.1263001485884,59.2356687898089,165.081723625557,86.3057324840764,43.3878157503715,112.632696390658,61.3670133729569,80.9978768577495,65.5274888558693,124.416135881104,30.1634472511144,86.7303609341826,150.222882615156,112.526539278132,65.8246656760773,126.114649681529,97.0282317979198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"South",1173,4,4.64,0.928571428571429,22,-3.65,-3.275,-2.47166666666667,-3.08833333333333,2.92,2.595,-2.86333333333333,-1.94,-4.235,-0.228333333333333,4.5,3.15666666666667,-3.13666666666667,-4.31166666666667,-3.50333333333333,-3.45166666666667,-2.43,-2.88833333333333,-1.28833333333333,-2.035,-4.72833333333333,-2.56333333333333,-2.23166666666667,-2.32333333333333,-1.76,0.551666666666667,-2.635,-4.095,-1.62166666666667,-0.665,-3.7,-3.65833333333333,-3.34833333333333,-4.11333333333333,-4.54,-4.33333333333333,-5.10333333333333,-5.035,-0.638333333333333,1.99833333333333,-0.593333333333333,-0.648333333333333,-3.69125,-3.69125,-2.7325,-2.7325,3.00875,3.00875,-2.5,-2.5,-3.945,-3.945,4.4225,4.4225,-3.4675,-3.4675,-3.5625,-3.5625,-2.53,-2.53,-1.4,-1.4,-4.16375,-4.16375,-2.1875,-2.1875,-0.915,-0.915,-2.92875,-2.92875,-0.85375,-0.85375,-3.7625,-3.7625,-3.455,-3.455,-4.50125,-4.50125,-5.3075,-5.3075,-0.17875,-0.17875,-0.6575,-0.6575,90.0212314225053,79.6433878157504,76.8577494692144,202.526002971768,104.033970276008,41.1589895988113,130.36093418259,28.6775631500743,90.6581740976646,95.3937592867756,83.0148619957537,41.9019316493314,80.7855626326964,75.9286775631501,93.0997876857749,83.9524517087667,69.4267515923567,93.6106983655275,72.2929936305732,19.7622585438336,147.452229299363,76.2258543833581,87.5796178343949,90.3417533432392,127.282377919321,55.1263001485884,59.2356687898089,165.081723625557,86.3057324840764,43.3878157503715,112.632696390658,61.3670133729569,80.9978768577495,65.5274888558693,124.416135881104,30.1634472511144,86.7303609341826,150.222882615156,112.526539278132,65.8246656760773,126.114649681529,97.0282317979198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"South",1014,1,32.9,1,22,-3.145,-2.75,-2.16333333333333,-2.31,2.945,2.08666666666667,-2.095,-0.206666666666667,-3.22333333333333,0.858333333333333,4.36833333333333,1.99833333333333,-3.50666666666667,-4.72833333333333,-3.965,-3.71,-1.88166666666667,-1.76166666666667,-0.196666666666667,-2.39833333333333,-4.71666666666667,-2.035,-1.60166666666667,-1.52166666666667,-1.62833333333333,0.586666666666667,-2.22833333333333,-3.59833333333333,-1.845,-1.91666666666667,-3.77,-3.75,-4.12166666666667,-4.82166666666667,-5.40166666666667,-5.09166666666667,-5.365,-5.25166666666667,-0.606666666666667,2.67666666666667,0.583333333333333,-0.265,-3.11125,-3.11125,-2.3225,-2.3225,2.89625,2.89625,-1.51,-1.51,-2.8925,-2.8925,4.2,4.2,-3.76375,-3.76375,-3.935,-3.935,-1.78375,-1.78375,-0.61,-0.61,-4.06375,-4.06375,-1.49125,-1.49125,-0.81625,-0.81625,-2.4225,-2.4225,-1.61875,-1.61875,-3.75875,-3.75875,-4.175,-4.175,-5.3075,-5.3075,-5.5225,-5.5225,-0.0162500000000001,-0.0162500000000001,0.19625,0.19625,89.0503875968992,81.5584415584416,78.4883720930232,194.155844155844,102.03488372093,42.4675324675325,129.263565891473,29.7402597402597,97.7713178294574,95.974025974026,79.0697674418605,43.8961038961039,76.937984496124,75.5844155844156,90.5038759689922,91.9480519480519,66.4728682170543,94.6753246753247,70.4457364341085,19.8701298701299,147.577519379845,84.025974025974,91.0852713178295,93.7662337662338,125.77519379845,51.2987012987013,63.2751937984496,160,84.1085271317829,50.9090909090909,107.751937984496,52.3376623376623,76.6472868217054,65.4545454545455,123.062015503876,32.4675324675325,84.8837209302326,154.415584415584,118.12015503876,61.1688311688312,121.220930232558,89.0909090909091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,"South",1035,1,28.02,0.470588235294118,22,-3.145,-2.75,-2.16333333333333,-2.31,2.945,2.08666666666667,-2.095,-0.206666666666667,-3.22333333333333,0.858333333333333,4.36833333333333,1.99833333333333,-3.50666666666667,-4.72833333333333,-3.965,-3.71,-1.88166666666667,-1.76166666666667,-0.196666666666667,-2.39833333333333,-4.71666666666667,-2.035,-1.60166666666667,-1.52166666666667,-1.62833333333333,0.586666666666667,-2.22833333333333,-3.59833333333333,-1.845,-1.91666666666667,-3.77,-3.75,-4.12166666666667,-4.82166666666667,-5.40166666666667,-5.09166666666667,-5.365,-5.25166666666667,-0.606666666666667,2.67666666666667,0.583333333333333,-0.265,-3.11125,-3.11125,-2.3225,-2.3225,2.89625,2.89625,-1.51,-1.51,-2.8925,-2.8925,4.2,4.2,-3.76375,-3.76375,-3.935,-3.935,-1.78375,-1.78375,-0.61,-0.61,-4.06375,-4.06375,-1.49125,-1.49125,-0.81625,-0.81625,-2.4225,-2.4225,-1.61875,-1.61875,-3.75875,-3.75875,-4.175,-4.175,-5.3075,-5.3075,-5.5225,-5.5225,-0.0162500000000001,-0.0162500000000001,0.19625,0.19625,89.0503875968992,81.5584415584416,78.4883720930232,194.155844155844,102.03488372093,42.4675324675325,129.263565891473,29.7402597402597,97.7713178294574,95.974025974026,79.0697674418605,43.8961038961039,76.937984496124,75.5844155844156,90.5038759689922,91.9480519480519,66.4728682170543,94.6753246753247,70.4457364341085,19.8701298701299,147.577519379845,84.025974025974,91.0852713178295,93.7662337662338,125.77519379845,51.2987012987013,63.2751937984496,160,84.1085271317829,50.9090909090909,107.751937984496,52.3376623376623,76.6472868217054,65.4545454545455,123.062015503876,32.4675324675325,84.8837209302326,154.415584415584,118.12015503876,61.1688311688312,121.220930232558,89.0909090909091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,"South",1041,3,27.81,0.944444444444444,22,-3.145,-2.75,-2.16333333333333,-2.31,2.945,2.08666666666667,-2.095,-0.206666666666667,-3.22333333333333,0.858333333333333,4.36833333333333,1.99833333333333,-3.50666666666667,-4.72833333333333,-3.965,-3.71,-1.88166666666667,-1.76166666666667,-0.196666666666667,-2.39833333333333,-4.71666666666667,-2.035,-1.60166666666667,-1.52166666666667,-1.62833333333333,0.586666666666667,-2.22833333333333,-3.59833333333333,-1.845,-1.91666666666667,-3.77,-3.75,-4.12166666666667,-4.82166666666667,-5.40166666666667,-5.09166666666667,-5.365,-5.25166666666667,-0.606666666666667,2.67666666666667,0.583333333333333,-0.265,-3.11125,-3.11125,-2.3225,-2.3225,2.89625,2.89625,-1.51,-1.51,-2.8925,-2.8925,4.2,4.2,-3.76375,-3.76375,-3.935,-3.935,-1.78375,-1.78375,-0.61,-0.61,-4.06375,-4.06375,-1.49125,-1.49125,-0.81625,-0.81625,-2.4225,-2.4225,-1.61875,-1.61875,-3.75875,-3.75875,-4.175,-4.175,-5.3075,-5.3075,-5.5225,-5.5225,-0.0162500000000001,-0.0162500000000001,0.19625,0.19625,89.0503875968992,81.5584415584416,78.4883720930232,194.155844155844,102.03488372093,42.4675324675325,129.263565891473,29.7402597402597,97.7713178294574,95.974025974026,79.0697674418605,43.8961038961039,76.937984496124,75.5844155844156,90.5038759689922,91.9480519480519,66.4728682170543,94.6753246753247,70.4457364341085,19.8701298701299,147.577519379845,84.025974025974,91.0852713178295,93.7662337662338,125.77519379845,51.2987012987013,63.2751937984496,160,84.1085271317829,50.9090909090909,107.751937984496,52.3376623376623,76.6472868217054,65.4545454545455,123.062015503876,32.4675324675325,84.8837209302326,154.415584415584,118.12015503876,61.1688311688312,121.220930232558,89.0909090909091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,"South",1160,5,10.18,0.933333333333333,22,-3.145,-2.75,-2.16333333333333,-2.31,2.945,2.08666666666667,-2.095,-0.206666666666667,-3.22333333333333,0.858333333333333,4.36833333333333,1.99833333333333,-3.50666666666667,-4.72833333333333,-3.965,-3.71,-1.88166666666667,-1.76166666666667,-0.196666666666667,-2.39833333333333,-4.71666666666667,-2.035,-1.60166666666667,-1.52166666666667,-1.62833333333333,0.586666666666667,-2.22833333333333,-3.59833333333333,-1.845,-1.91666666666667,-3.77,-3.75,-4.12166666666667,-4.82166666666667,-5.40166666666667,-5.09166666666667,-5.365,-5.25166666666667,-0.606666666666667,2.67666666666667,0.583333333333333,-0.265,-3.11125,-3.11125,-2.3225,-2.3225,2.89625,2.89625,-1.51,-1.51,-2.8925,-2.8925,4.2,4.2,-3.76375,-3.76375,-3.935,-3.935,-1.78375,-1.78375,-0.61,-0.61,-4.06375,-4.06375,-1.49125,-1.49125,-0.81625,-0.81625,-2.4225,-2.4225,-1.61875,-1.61875,-3.75875,-3.75875,-4.175,-4.175,-5.3075,-5.3075,-5.5225,-5.5225,-0.0162500000000001,-0.0162500000000001,0.19625,0.19625,89.0503875968992,81.5584415584416,78.4883720930232,194.155844155844,102.03488372093,42.4675324675325,129.263565891473,29.7402597402597,97.7713178294574,95.974025974026,79.0697674418605,43.8961038961039,76.937984496124,75.5844155844156,90.5038759689922,91.9480519480519,66.4728682170543,94.6753246753247,70.4457364341085,19.8701298701299,147.577519379845,84.025974025974,91.0852713178295,93.7662337662338,125.77519379845,51.2987012987013,63.2751937984496,160,84.1085271317829,50.9090909090909,107.751937984496,52.3376623376623,76.6472868217054,65.4545454545455,123.062015503876,32.4675324675325,84.8837209302326,154.415584415584,118.12015503876,61.1688311688312,121.220930232558,89.0909090909091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
